kind,class,ref_addr,size,instr_structural,instr_offset_only,instr_const_only,name
FUNC,logic,0x20154fdc,20912,2186,568,212,__static_initialization_and_destruction_0() [clone .lto_priv.32]
FUNC,logic,0x2015a1e8,6936,714,132,72,_sub_I_65535_0.0
FUNC,logic,0x200dd4a4,3588,356,26,5,"LivePitchShifter::render(long*, long, long, long, long, long)"
FUNC,logic,0x20108dbc,2036,282,10,8,InstrumentClip::InstrumentClip(Song*)
FUNC,logic,0x2014b484,7728,174,88,62,deluge_main.isra.0
FUNC,logic,0x2010780c,3550,167,38,13,UITimerManager::routine() [clone .constprop.0]
FUNC,logic,0x20113f20,4614,161,251,10,mount_volume
FUNC,logic,0x20138f58,2496,97,3,9,"SampleBrowser::loadAllSamplesInFolder(bool, long*, Sample***, bool*, long*) [clone .constprop.0]"
FUNC,logic,0x2007d4dc,136,95,0,2,"PlaybackHandler::getTempoStringForOLED(float, StringBuf&) [clone .constprop.0]"
FUNC,logic,0x2007d564,100,86,0,1,deluge::gui::menu_item::DecimalWithoutScrolling::getNotificationValue(StringBuf&)
FUNC,logic,0x2010f7e4,7748,85,210,27,usb_cstd_usb_task.part.0
FUNC,logic,0x20152c80,4466,82,0,13,"GlobalEffectableForClip::renderOutput(ModelStackWithTimelineCounter*, ParamManager*, std::span<StereoSample, 4294967295u>, long*, long, long, bool, bool, OutputType, SampleRecorder*)"
FUNC,logic,0x200e7b30,18164,75,16,52,"Sound::render(ModelStackWithThreeMainThings*, std::span<StereoSample, 4294967295u>, long*, long, long, bool, long, SampleRecorder*)"
FUNC,logic,0x2013c2d4,1264,72,10,5,SessionView::transitionToViewForClip(Clip*)
FUNC,logic,0x2014633c,2160,72,7,3,"SoundEditor::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200a20f0,720,69,5,5,Voice::calculatePhaseIncrements(ModelStackWithSoundFlags*)
FUNC,logic,0x20140a5c,1212,67,10,7,"InstrumentClipMinder::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200d38b8,336,65,5,6,deluge::gui::menu_item::gate::Selection::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x2015f9ac,3908,64,161,77,_sub_D_65535_1.1
FUNC,logic,0x2007e64c,832,62,2,1,"PadLEDs::renderExplodeAnimation(long, bool)"
FUNC,logic,0x20090408,188,53,4,2,deluge::gui::context_menu::DeleteFile::getOptions()
FUNC,logic,0x2006f9e8,796,50,29,4,"deluge::hid::display::Rainfall::spawn(unsigned int, bool) [clone .constprop.0]"
FUNC,logic,0x2016f3a8,628,44,0,4,"DxVoice::update(DxPatch&, int)"
FUNC,logic,0x2010dcd4,1062,41,13,11,PlaybackHandler::midiRoutine() [clone .constprop.0]
FUNC,logic,0x2012d8d8,1096,41,15,2,"Buttons::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x2007bf24,48,38,0,0,deluge::gui::menu_item::PatchCableStrength::getNotificationValue(StringBuf&)
FUNC,logic,0x2016efa8,920,36,2,4,"DxVoice::init(DxPatch&, int, int)"
FUNC,logic,0x200d3ca0,408,36,3,2,deluge::gui::menu_item::osc::Type::renderInHorizontalMenu(SlotPosition const&)
FUNC,logic,0x2007bef4,48,35,0,0,deluge::gui::menu_item::Decimal::getNotificationValue(StringBuf&)
FUNC,logic,0x20147544,2502,34,12,9,"SessionView::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200c2888,128,33,0,0,deluge::gui::menu_item::SyncLevel::renderInHorizontalMenu(SlotPosition const&)
FUNC,logic,0x200b1758,472,32,2,1,deluge::hid::display::SevenSegment::render()
FUNC,logic,0x200c2638,184,32,0,0,deluge::gui::menu_item::arpeggiator::PresetMode::renderInHorizontalMenu(SlotPosition const&)
FUNC,logic,0x20177710,8,32,0,0,____disable_irq_from_thumb
FUNC,logic,0x200bc628,420,31,6,9,"deluge::memory::ObjectPool<TimeStretcher, deluge::memory::fast_allocator>::recycle(TimeStretcher*)"
FUNC,logic,0x200bc83c,432,31,6,8,"deluge::memory::ObjectPool<VoiceSample, deluge::memory::fast_allocator>::recycle(VoiceSample*)"
FUNC,logic,0x20177708,8,31,0,0,__memcpy_from_thumb
FUNC,logic,0x200bd59c,196,30,4,1,deluge::hid::display::swapDisplayType()
FUNC,logic,0x201240f4,524,29,3,5,SampleBrowser::opened()
FUNC,logic,0x200b1988,256,29,2,2,deluge::hid::display::SevenSegment::transitionToNewLayer(NumericLayer*)
FUNC,logic,0x2014177c,124,29,0,1,SoundEditor::goUpOneLevel()
FUNC,logic,0x201776f0,8,29,0,0,___ZN6deluge3dsp6reverb8Freeverb6updateEv_from_thumb
FUNC,logic,0x2009604c,184,28,5,4,hmidi_detach
FUNC,logic,0x201040d0,712,28,4,4,"PlaybackHandler::finishTempolessRecording(bool, long, bool) [clone .constprop.0]"
FUNC,logic,0x200bc534,244,28,2,5,AudioEngine::solicitTimeStretcher()
FUNC,logic,0x200d9440,372,28,2,4,"StorageManager::createNewNonAudioInstrument(OutputType, long, long)"
FUNC,logic,0x2015012c,56,28,3,0,AudioEngine::routine_task()
FUNC,logic,0x200bd118,448,27,6,8,"deluge::memory::ObjectPool<Voice, deluge::memory::fast_allocator>::recycle(Voice*)"
FUNC,logic,0x200b1c04,376,27,3,2,"deluge::hid::display::SevenSegment::innerSetText(std::basic_string_view<char, std::char_traits<char> >, bool, std::vector<unsigned char, std::allocator<unsigned char> >, bool, unsigned char*, bool, bool, long, unsigned char*, bool)"
FUNC,logic,0x200bc2e0,236,27,2,3,AudioEngine::solicitVoiceSample()
FUNC,logic,0x200b1a88,120,27,2,2,"deluge::hid::display::SevenSegment::displayLoadingAnimationText(char const*, bool, bool)"
FUNC,logic,0x200930d8,42,27,0,0,non-virtual thunk to deluge::gui::menu_item::sidechain::Shape::getColumnLabel(StringBuf&)
FUNC,logic,0x201776b8,8,27,0,0,___ZN13TimeStretcher12getSamplePosEl_from_thumb
FUNC,logic,0x2011cc00,388,26,6,8,SaveInstrumentPresetUI::opened()
FUNC,logic,0x200b1b00,260,26,2,2,"deluge::hid::display::SevenSegment::setScrollingText(char const*, long, long, int, unsigned char)"
FUNC,logic,0x200f6a94,408,26,2,2,"Song::setTimePerTimerTick(unsigned long long, bool)"
FUNC,logic,0x201776c8,8,26,0,0,____enable_irq_from_thumb
FUNC,logic,0x201776d0,8,26,0,0,___ZN5Delay7processESt4spanI12StereoSampleLj4294967295EERKNS_5StateE_from_thumb
FUNC,logic,0x200ec22c,2632,25,89,9,AudioEngine::routine() [clone .part.0]
FUNC,logic,0x200ee8c0,560,25,4,10,InstrumentClipView::rotateNoteRowHorizontally(long)
FUNC,logic,0x20149610,2028,25,6,4,"ArrangerView::padAction(long, long, long)"
FUNC,logic,0x200a9228,788,25,2,3,"TaskManager::yield(bool (*)(), Time, bool) [clone .constprop.0]"
FUNC,logic,0x200e5504,480,25,2,3,SessionView::renderOLED(deluge::hid::display::oled_canvas::Canvas&)
FUNC,logic,0x200edb90,348,25,3,0,"ArrangerView::verticalEncoderAction(long, bool)"
FUNC,logic,0x2006f770,294,25,0,2,usb_peri_devdefault
FUNC,logic,0x200d44d8,844,25,0,1,Song::Song()
FUNC,logic,0x201776e8,8,25,0,0,__v7_dma_inv_range_from_thumb
FUNC,logic,0x200bbad4,584,24,4,4,ModControllableAudio::cloneFrom(ModControllableAudio*)
FUNC,logic,0x2010cf7c,3416,24,0,6,"MidiEngine::midiMessageReceived(MIDICable&, unsigned char, unsigned char, unsigned char, unsigned char, unsigned long*) [clone .constprop.0]"
FUNC,logic,0x200e30ec,344,24,2,3,"InstrumentClip::getOrCreateNoteRowForYNote(long, ModelStackWithTimelineCounter*, Action*, bool*)"
FUNC,logic,0x200ff17c,268,24,2,3,virtual thunk to SoundInstrument::~SoundInstrument()
FUNC,logic,0x2006fd04,156,24,0,0,deluge::hid::display::Rainfall::scatter() [clone .constprop.0]
FUNC,logic,0x20090400,6,24,0,0,deluge::gui::context_menu::ConfigureSongMacros::getTitle()
FUNC,logic,0x200bd6a0,672,23,13,4,"deluge::gui::menu_item::HorizontalMenu::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200fee88,252,23,2,3,SoundInstrument::~SoundInstrument()
FUNC,logic,0x201067c8,272,23,2,3,InstrumentClipView::doubleClipLengthAction()
FUNC,logic,0x200eec3c,292,23,2,2,"PerformanceView::logPerformanceViewPress(long, bool)"
FUNC,logic,0x200f6f34,284,23,2,2,PlaybackHandler::grabTempoFromClip(Clip*) [clone .constprop.0]
FUNC,logic,0x2012e338,192,23,1,0,"deluge::gui::ui::keyboard::KeyboardScreen::verticalEncoderAction(long, bool)"
FUNC,logic,0x200feca8,236,22,2,3,non-virtual thunk to SoundInstrument::~SoundInstrument()
FUNC,logic,0x200fed94,244,22,2,3,SoundInstrument::~SoundInstrument()
FUNC,logic,0x200f0278,196,21,2,3,InstrumentClip::toggleNoteRowMute(ModelStackWithNoteRow*)
FUNC,logic,0x200fef84,240,21,2,3,non-virtual thunk to SoundInstrument::~SoundInstrument()
FUNC,logic,0x200ff074,264,21,2,3,virtual thunk to SoundInstrument::~SoundInstrument()
FUNC,logic,0x20091cac,44,21,0,4,SessionView::getMacroKindString(SessionMacroKind)
FUNC,logic,0x201039f8,152,21,2,2,"Action::recordClipExistenceChange(Song*, ClipArray*, Clip*, ExistenceChangeType)"
FUNC,logic,0x2011a704,240,21,1,3,MIDIDeviceManager::factoryReset(bool)
FUNC,logic,0x200ecc74,52,21,2,1,AudioEngine::runRoutine()
FUNC,logic,0x20093130,72,21,0,0,non-virtual thunk to deluge::gui::menu_item::envelope::Segment::getColumnLabel(StringBuf&)
FUNC,logic,0x2013675c,2236,20,6,8,Slicer::doSlice()
FUNC,logic,0x20141098,1524,19,31,12,FlashStorage::writeSettings()
FUNC,logic,0x2007ecc0,254,19,9,4,"View::potentiallyMakeItHarderToTurnKnob(long, ModelStackWithAutoParam*, long) [clone .constprop.0]"
FUNC,logic,0x200b168c,60,19,5,0,Browser::opened()
FUNC,logic,0x2008aa68,84,19,0,0,ConnectedUSBMIDIDevice::bufferMessage(unsigned long)
FUNC,logic,0x201776c0,8,19,0,0,___ZN17GranularProcessor22startSkippingRenderingEv_from_thumb
FUNC,logic,0x200d3760,344,18,5,2,deluge::gui::menu_item::cv::DualCVSelection::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x2008a8e0,392,17,11,4,MidiEngine::flushUSBMIDIOutput() [clone .constprop.0]
FUNC,logic,0x200cd460,732,17,10,2,"QwertyUI::padAction(long, long, long)"
FUNC,logic,0x201651f0,192,17,0,4,GranularProcessor::getBuffer()
FUNC,logic,0x2016f798,156,17,0,3,getDxEngine()
FUNC,logic,0x2016e018,276,17,0,2,EngineMkI::EngineMkI()
FUNC,logic,0x20164cc0,944,17,0,1,GranularProcessor::setupGrainsIfNeeded(long)
FUNC,logic,0x20169524,68,17,0,1,__tcf_0
FUNC,logic,0x2016ed7c,252,17,0,1,DxPatch::computeLfo(int)
FUNC,logic,0x2016fd1c,68,17,0,1,__tcf_0
FUNC,logic,0x201776d8,8,17,0,0,__delugeDealloc_from_arm
FUNC,logic,0x201776e0,8,17,0,0,___Z15shouldDoPanninglPlS__from_arm
FUNC,logic,0x20177718,8,17,0,0,____cxa_thread_atexit_from_arm
FUNC,logic,0x200d33ec,212,16,2,13,deluge::gui::menu_item::Colour::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200bbd40,652,16,4,7,"ModControllableAudio::learnKnob(MIDICable*, ParamDescriptor, unsigned char, unsigned char, unsigned char, Song*)"
FUNC,logic,0x2006b8ec,204,16,0,0,"CVEngine::calculateVoltage(long, unsigned char) [clone .constprop.0]"
FUNC,logic,0x200d0b78,1464,15,39,15,"MidiEngine::midiSysexReceived(MIDICable&, unsigned char*, long) [clone .part.0]"
FUNC,logic,0x20091698,42,15,0,1,deluge::gui::menu_item::sidechain::Shape::getColumnLabel(StringBuf&)
FUNC,logic,0x20091774,42,15,0,1,deluge::gui::menu_item::voice::PolyphonyType::getColumnLabel(StringBuf&)
FUNC,logic,0x20091824,42,15,0,1,deluge::gui::menu_item::sample::TimeStretch::getColumnLabel(StringBuf&)
FUNC,logic,0x20139918,1616,14,6,7,deluge::gui::context_menu::sample_browser::Kit::acceptCurrentOption()
FUNC,logic,0x20111628,3030,13,117,6,usb_cstd_usb_task
FUNC,logic,0x200edd14,1276,13,11,4,"SoundEditor::setup(Clip*, MenuItem const*, long)"
FUNC,logic,0x2011c95c,132,13,3,5,DxSyxBrowser::opened()
FUNC,logic,0x20141b64,344,13,0,1,"deluge::gui::menu_item::HorizontalMenu::handleInstrumentButtonPress(std::span<MenuItem*, 4294967295u>, MenuItem const*, long)"
FUNC,logic,0x20177700,8,13,0,0,__logf_from_arm
FUNC,logic,0x2010e740,1836,12,23,2,usb_hstd_interrupt
FUNC,logic,0x20137d14,2536,12,13,9,"Sample::workOutMIDINote(bool, float, float, bool)"
FUNC,logic,0x20148448,4552,11,7,26,"AutomationView::padAction(long, long, long)"
FUNC,logic,0x200d28a4,176,11,2,3,deluge::gui::menu_item::voice::Priority::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x2007dedc,848,11,3,0,SoundEditor::updatePadLightsFor(MenuItem*) [clone .constprop.0]
FUNC,logic,0x200a3cb0,162,11,0,0,deluge::gui::menu_item::MultiRange::noteOnToChangeRange(long) [clone .constprop.0]
FUNC,logic,0x200c2908,2396,11,0,0,deluge::gui::menu_item::Number::renderInHorizontalMenu(SlotPosition const&)
FUNC,logic,0x20125b00,5408,10,63,97,smSysex::handleNextSysEx()
FUNC,logic,0x2010ee6c,1812,10,21,24,R_USB_Open.constprop.0
FUNC,logic,0x2013d598,3012,10,14,9,deluge::hid::encoders::interpretEncoders(bool) [clone .isra.0]
FUNC,logic,0x20108630,944,10,14,6,SessionView::transitionToSessionView() [clone .constprop.0]
FUNC,logic,0x20109dc4,8916,9,5,146,Song::readFromFile(Deserializer&)
FUNC,logic,0x200c0900,1080,9,36,7,deluge::hid::display::OLED::consoleText(char const*)
FUNC,logic,0x20093104,42,9,0,1,non-virtual thunk to deluge::gui::menu_item::sidechain::GlobalVolume::getColumnLabel(StringBuf&)
FUNC,logic,0x2011bbb4,3496,8,6,14,"Browser::arrivedInNewFolder(long, char const*, char const*)"
FUNC,logic,0x20143db4,1360,8,7,4,"InstrumentClipView::padAction(long, long, long)"
FUNC,logic,0x20130e60,956,8,4,6,"InstrumentClipView::enterDrumCreator(ModelStackWithNoteRow*, bool)"
FUNC,logic,0x2008f798,152,8,1,2,"deluge::l10n::getView(deluge::l10n::Language const&, deluge::l10n::String)"
FUNC,logic,0x201776f8,8,8,0,1,___ZN22GeneralMemoryAllocator7deallocEPv_from_arm
FUNC,logic,0x20135eac,2044,7,18,17,"AudioFileManager::getAudioFileFromFilename(String&, bool, Error*, FilePointer*, AudioFileType, bool) [clone .constprop.0]"
FUNC,logic,0x20123a88,1040,7,6,9,LoadInstrumentPresetUI::setupForOutputType()
FUNC,logic,0x20090294,160,7,8,4,deluge::gui::context_menu::clip_settings::ClipSettingsMenu::getOptions()
FUNC,logic,0x201089e0,812,7,7,4,ClipMinder::transitionToArrangerOrSession()
FUNC,logic,0x20128634,4248,6,13,17,"Sound::noteOnPostArpeggiator(ModelStackWithSoundFlags*, long, long, long, short const*, unsigned long, long, unsigned long, long)"
FUNC,logic,0x20137684,968,6,9,10,LoadInstrumentPresetUI::performLoadSynthToKit()
FUNC,logic,0x2014f6d8,1464,6,4,3,"PerformanceView::padAction(long, long, long)"
FUNC,logic,0x20090384,124,6,2,3,deluge::gui::context_menu::ConfigureSongMacros::getOptions()
FUNC,logic,0x2009c280,324,6,3,1,"GlobalEffectable::setupFilterSetConfig(long*, ParamManager*)"
FUNC,logic,0x200beb6c,292,6,1,2,PerformanceView::renderViewDisplay()
FUNC,logic,0x2008f914,16,6,0,1,deluge::gui::menu_item::mpe::ZoneNumMemberChannels::getTitle() const
FUNC,logic,0x200b32d4,32,6,0,0,MIDICableUSBHosted::~MIDICableUSBHosted()
FUNC,logic,0x200b32f4,32,6,0,0,MIDIDeviceLumiKeys::~MIDIDeviceLumiKeys()
FUNC,logic,0x200b3320,28,6,0,0,ConsequenceAudioClipSetSample::~ConsequenceAudioClipSetSample()
FUNC,logic,0x200b3408,28,6,0,0,DrumName::~DrumName()
FUNC,logic,0x200b3430,32,6,0,0,CopiedNoteRow::~CopiedNoteRow()
FUNC,logic,0x200b3450,44,6,0,0,AudioFile::~AudioFile()
FUNC,logic,0x200d63e0,3412,5,5,70,"ModControllableAudio::readTagFromFile(Deserializer&, char const*, ParamManagerForTimeline*, long, ArpeggiatorSettings*, Song*)"
FUNC,logic,0x201402b0,1464,5,7,21,LoadPatternUI::performLoad()
FUNC,logic,0x201195d0,268,5,8,9,"StorageManager::openDelugeFile(FileItem*, char const*, char const*, bool) [clone .constprop.0]"
FUNC,logic,0x200aa0a4,440,5,7,9,SampleCache::getCluster(long)
FUNC,logic,0x2014d2b4,1904,5,1,10,resetprg
FUNC,logic,0x20106af4,1316,5,3,4,ArrangerView::horizontalEncoderAction(long)
FUNC,logic,0x2013c8f4,2202,5,7,0,"ActionLogger::revert(TimeType, bool, bool) [clone .constprop.0]"
FUNC,logic,0x200fe3e0,228,5,2,2,StorageManager::createNewDrum(DrumType)
FUNC,logic,0x200dfb04,132,5,0,2,deluge::gui::menu_item::EditName::beginSession(MenuItem*)
FUNC,logic,0x200b31d0,28,5,1,0,std::bad_expected_access<void>::~bad_expected_access()
FUNC,logic,0x200b31ec,28,5,1,0,std::bad_expected_access<Error>::~bad_expected_access()
FUNC,logic,0x200b3208,12,5,0,0,Slicer::~Slicer()
FUNC,logic,0x200b3314,12,5,0,0,ConsequenceArrangerParamsTimeInserted::~ConsequenceArrangerParamsTimeInserted()
FUNC,logic,0x200b333c,12,5,0,0,ConsequenceBeginPlayback::~ConsequenceBeginPlayback()
FUNC,logic,0x200b3424,12,5,0,0,ModControllable::~ModControllable()
FUNC,logic,0x200b347c,12,5,0,0,ArpeggiatorForDrum::~ArpeggiatorForDrum()
FUNC,logic,0x200fcb40,6128,4,4,94,"InstrumentClip::readFromFile(Deserializer&, Song*)"
FUNC,logic,0x20146bac,2456,4,5,41,"PerformanceView::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200820c8,4020,4,31,13,"PadLEDs::renderInstrumentClipCollapseAnimation(long, long, long) [clone .constprop.0]"
FUNC,logic,0x200ae0f8,1924,4,8,22,"InstrumentClipView::copyNotes(Serializer*, bool)"
FUNC,logic,0x200fc5b8,1156,4,13,6,Sound::Sound() [clone .isra.0]
FUNC,logic,0x20107070,764,4,10,3,PadLEDs::renderAudioClipExpandOrCollapse()
FUNC,logic,0x200d3a08,280,4,2,7,deluge::gui::menu_item::midi::FollowFeedbackChannelType::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x2011dbd0,892,4,7,2,"LoadInstrumentPresetUI::doPresetNavigation(long, Instrument*, Availability, bool) [clone .constprop.0]"
FUNC,logic,0x20149dfc,636,4,5,4,"Session::giveClipOpportunityToBeginLinearRecording(Clip*, long, long) [clone .part.0]"
FUNC,logic,0x200c1b44,944,4,1,7,deluge::gui::menu_item::PatchCableStrength::renderOLED()
FUNC,logic,0x201432c8,1468,4,5,3,"SoundEditor::potentialShortcutPadAction(long, long, bool)"
FUNC,logic,0x2015de08,2496,4,5,3,"AutomationView::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x20080d64,1544,4,3,1,TaskManager::chooseBestTask(Time) [clone .constprop.0]
FUNC,logic,0x200fe994,196,4,2,2,SoundDrum::~SoundDrum()
FUNC,logic,0x200fea58,192,4,2,2,non-virtual thunk to SoundDrum::~SoundDrum()
FUNC,logic,0x200feb18,204,4,2,2,SoundDrum::~SoundDrum()
FUNC,logic,0x200febe4,196,4,2,2,non-virtual thunk to SoundDrum::~SoundDrum()
FUNC,logic,0x20122888,528,4,2,2,SampleBrowser::exitAction()
FUNC,logic,0x2013aed0,520,4,2,2,SampleMarkerEditor::horizontalEncoderAction(long)
FUNC,logic,0x2014a2b4,3376,4,2,1,Session::doLaunch(bool)
FUNC,logic,0x2012c114,968,4,0,2,"SampleMarkerEditor::writeValue(unsigned long, MarkerType)"
FUNC,logic,0x2011eb38,1236,4,1,0,AutomationView::selectEncoderAction(signed char)
FUNC,logic,0x20122d7c,1548,3,25,6,"Browser::padAction(long, long, long)"
FUNC,logic,0x200e6d74,3516,3,21,7,"Voice::renderBasicSource(Sound&, ParamManagerForTimeline*, long, long*, long, bool, long, bool*, long, bool, unsigned long*, unsigned long*, long, unsigned long*, bool, long) [clone .constprop.0]"
FUNC,logic,0x2010c098,1404,3,17,11,LoadSongUI::performLoad()
FUNC,logic,0x2011a310,1010,3,3,23,MIDIDeviceManager::readDevicesFromFile()
FUNC,logic,0x20124a40,2024,3,8,16,SaveSongUI::performSave(bool)
FUNC,logic,0x2012c670,1252,3,15,7,"AudioEngine::getNewRecorder(long, AudioRecordingFolder, AudioInputChannel, bool, bool, long, bool, Output*, RecorderConfig) [clone .constprop.0]"
FUNC,logic,0x2013410c,5766,3,11,10,"WaveTable::setup(Sample*, long, unsigned long, unsigned long, long, RawDataFormat, WaveTableReader*)"
FUNC,logic,0x2010747c,912,3,18,2,PadLEDs::timerRoutine()
FUNC,logic,0x200c0f10,1244,3,14,3,"deluge::gui::menu_item::HorizontalMenu::renderMenuItems(std::span<MenuItem*, 4294967295u>, MenuItem const*)"
FUNC,logic,0x2014fc90,1180,3,11,4,"SoundEditor::padAction(long, long, long)"
FUNC,logic,0x20139f68,1564,3,4,9,deluge::gui::context_menu::sample_browser::Synth::acceptCurrentOption()
FUNC,logic,0x2009e4d0,1756,3,2,10,"Patcher::performInitialPatching(Sound&, ParamManager&)"
FUNC,logic,0x201194f8,216,3,8,4,"StorageManager::openXMLFile(FilePointer*, XMLDeserializer&, char const*, char const*, bool) [clone .constprop.0]"
FUNC,logic,0x2011d3cc,778,3,7,5,"LoadInstrumentPresetUI::findAnUnlaunchedPresetIncludingWithinSubfolders(Song*, OutputType, Availability)"
FUNC,logic,0x200d8e84,692,3,5,6,Song::createNewAudioOutput(Output*)
FUNC,logic,0x2011abec,460,3,7,4,"Browser::readFileItemsForFolder(char const*, bool, char const**, char const*, long, long) [clone .constprop.0]"
FUNC,logic,0x2011d044,512,3,2,9,SavePatternUI::opened()
FUNC,logic,0x2013f824,624,3,7,4,ClipView::horizontalEncoderAction(long)
FUNC,logic,0x2012bc0c,1078,3,3,7,Song::ensureAtLeastOneSessionClip()
FUNC,logic,0x2016c9e8,5676,3,0,10,"Delay::process(std::span<StereoSample, 4294967295u>, Delay::State const&)"
FUNC,logic,0x200b72c0,1260,3,4,4,PatchCableSet::setupPatching(ModelStackWithParamCollection const*)
FUNC,logic,0x200d3668,248,3,4,4,deluge::gui::menu_item::sample::Repeat::getColumnLabel(StringBuf&)
FUNC,logic,0x200d4194,424,3,4,4,deluge::gui::menu_item::filter::FilterModeSelection::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x2007c3f0,500,3,6,1,"PadLEDs::renderAudioClipExplodeAnimation(long, bool)"
FUNC,logic,0x200d31a4,212,3,2,5,deluge::gui::menu_item::voice::PolyphonyType::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200e3314,1948,3,1,6,"AutomationView::renderDisplay(long, long, bool)"
FUNC,logic,0x200e61cc,348,3,2,5,deluge::gui::menu_item::sequence::Direction::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x2007ec70,78,3,5,1,indicator_leds::blinkKnobIndicatorLevelTimeout()
FUNC,logic,0x20105dd0,1140,3,3,3,"PlaybackHandler::tempoEncoderAction(signed char, bool, bool) [clone .constprop.0]"
FUNC,logic,0x200cf3ac,392,3,0,5,"deluge::gui::menu_item::midi::FollowChannel::drawInteger(long, long, long)"
FUNC,logic,0x200d25ec,164,3,2,3,deluge::gui::menu_item::defaults::AccessibilityMenuHighlighting::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d29fc,180,3,2,3,deluge::gui::menu_item::sample::Repeat::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2ab0,176,3,2,3,deluge::gui::menu_item::record::ThresholdMode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200ac070,216,3,2,2,ParamManager::setupMIDI()
FUNC,logic,0x200fff20,100,3,1,3,deluge::gui::context_menu::clip_settings::ClipSettingsMenu::acceptCurrentOption()
FUNC,logic,0x201095b0,392,3,2,2,"InstrumentClip::cloneAsNewOverdub(ModelStackWithTimelineCounter*, OverDubType)"
FUNC,logic,0x20093610,300,3,0,2,"deluge::gui::menu_item::midi::FollowFeedbackChannelType::getTrackAndChannelOption(unsigned int, deluge::l10n::String)"
FUNC,logic,0x20060924,172,3,0,1,AutomationView::initMIDICCShortcutsForAutomation()
FUNC,logic,0x20098780,1276,2,53,19,deluge::hid::display::OLED::consoleTimerEvent() [clone .isra.0]
FUNC,logic,0x20166020,12496,2,0,35,"deluge::dsp::Oscillator::renderOsc(OscType, long, long*, long*, long, unsigned long, unsigned long, unsigned long*, bool, long, bool, unsigned long, unsigned long, unsigned long, long, int, WaveTable*)"
FUNC,logic,0x2012eae4,1244,2,26,5,StemExport::startStemExportProcess(StemExportType) [clone .constprop.0]
FUNC,logic,0x2014e9d4,3124,2,22,8,"SessionView::padAction(long, long, long)"
FUNC,logic,0x201325f4,6504,2,6,21,"VoiceSample::render(SamplePlaybackGuide*, long*, long, Sample*, long, LoopType, long, long, long, long, long, InterpolationMode, long)"
FUNC,logic,0x200cd204,524,2,12,6,hmidi_configured
FUNC,logic,0x2012a954,2332,2,6,12,"VoiceSample::weShouldBeTimeStretchingNow(Sample*, SamplePlaybackGuide*, long, long, long, long, long, LoopType)"
FUNC,logic,0x20079cf4,508,2,16,1,inputRoutine()
FUNC,logic,0x2011fdcc,1264,2,8,9,"InstrumentClip::changeOutputType(ModelStackWithTimelineCounter*, OutputType)"
FUNC,logic,0x2015e7c8,3204,2,12,5,"InstrumentClipView::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200cb694,364,2,13,2,deluge::gui::menu_item::DxGlobalParams::selectButtonPress()
FUNC,logic,0x20124430,572,2,6,9,SaveKitRowUI::performSave(bool)
FUNC,logic,0x2012466c,568,2,9,6,SaveInstrumentPresetUI::performSave(bool)
FUNC,logic,0x2010c614,1672,2,4,8,"PlaybackHandler::offerNoteToLearnedThings(MIDICable&, bool, long, long) [clone .constprop.0]"
FUNC,logic,0x2009db98,268,2,9,1,ModControllableAudio::beginStutter(ParamManagerForTimeline*)
FUNC,logic,0x200b9110,656,2,5,5,"MIDIDeviceManager::getOrCreateHostedMIDIDeviceFromDetails(String*, unsigned short, unsigned short)"
FUNC,logic,0x2013d190,812,2,5,5,InstrumentClipView::editNoteRowLength(long)
FUNC,logic,0x200d3584,228,2,4,4,deluge::gui::menu_item::sample::PitchSpeed::getColumnLabel(StringBuf&)
FUNC,logic,0x20100a00,364,2,8,0,Browser::getNewFileItem()
FUNC,logic,0x2010e358,284,2,7,1,usb_hhub_open
FUNC,logic,0x20144cf4,1472,2,3,5,"View::buttonAction(unsigned char, bool, bool) [clone .constprop.0]"
FUNC,logic,0x2015f44c,1100,2,8,0,"deluge::gui::ui::keyboard::KeyboardScreen::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200ceae0,564,2,0,7,deluge::gui::menu_item::midi::Command::drawPixelsForOled()
FUNC,logic,0x200d1320,340,2,4,3,deluge::gui::menu_item::defaults::DefaultScale::getOptions(deluge::gui::menu_item::Selection::OptType)
